CD_MUNCP	DESIGNATION	NAME_MUNCP	MRC	REG_ADM
12020	Municipalité	Saint-Modeste	Rivière-du-Loup	Bas-Saint-Laurent
7095	Paroisse	Saint-Moïse	La Matapédia	Bas-Saint-Laurent
37240	Paroisse	Saint-Narcisse	Les Chenaux	Mauricie
33030	Paroisse	Saint-Narcisse-de-Beaurivage	Lotbinière	Chaudière-Appalaches
10015	Paroisse	Saint-Narcisse-de-Rimouski	Rimouski-Neigette	Bas-Saint-Laurent
93045	Municipalité	Saint-Nazaire	Lac-Saint-Jean-Est	Saguenay–Lac-Saint-Jean
48050	Paroisse	Saint-Nazaire-d'Acton	Acton	Montérégie
19015	Paroisse	Saint-Nazaire-de-Dorchester	Bellechasse	Chaudière-Appalaches
19045	Municipalité	Saint-Nérée-de-Bellechasse	Bellechasse	Chaudière-Appalaches
7100	Village	Saint-Noël	La Matapédia	Bas-Saint-Laurent
52070	Paroisse	Saint-Norbert	D'Autray	Lanaudière
39043	Municipalité	Saint-Norbert-d'Arthabaska	Arthabaska	Centre-du-Québec
9055	Paroisse	Saint-Octave-de-Métis	La Mitis	Bas-Saint-Laurent
27035	Paroisse	Saint-Odilon-de-Cranbourne	Robert-Cliche	Chaudière-Appalaches
17005	Municipalité	Saint-Omer	L'Islet	Chaudière-Appalaches
14080	Municipalité	Saint-Onésime-d'Ixworth	Kamouraska	Bas-Saint-Laurent
53032	Ville	Saint-Ours	Pierre-De Saurel	Montérégie
14070	Municipalité	Saint-Pacôme	Kamouraska	Bas-Saint-Laurent
17010	Ville	Saint-Pamphile	L'Islet	Chaudière-Appalaches
14018	Ville	Saint-Pascal	Kamouraska	Bas-Saint-Laurent
33025	Municipalité	Saint-Patrice-de-Beaurivage	Lotbinière	Chaudière-Appalaches
68025	Municipalité	Saint-Patrice-de-Sherrington	Les Jardins-de-Napierville	Montérégie
61005	Municipalité	Saint-Paul	Joliette	Lanaudière
55015	Municipalité	Saint-Paul-d'Abbotsford	Rouville	Montérégie
56035	Municipalité	Saint-Paul-de-l'Île-aux-Noix	Le Haut-Richelieu	Montérégie
12035	Paroisse	Saint-Paul-de-la-Croix	Rivière-du-Loup	Bas-Saint-Laurent
18030	Municipalité	Saint-Paul-de-Montminy	Montmagny	Chaudière-Appalaches
51060	Municipalité	Saint-Paulin	Maskinongé	Mauricie
19005	Paroisse	Saint-Philémon	Bellechasse	Chaudière-Appalaches
29065	Municipalité	Saint-Philibert	Beauce-Sartigan	Chaudière-Appalaches
67010	Ville	Saint-Philippe	Roussillon \ Communauté métropolitaine de Montréal	Montérégie
14060	Paroisse	Saint-Philippe-de-Néri	Kamouraska	Bas-Saint-Laurent
54008	Ville	Saint-Pie	Les Maskoutains	Montérégie
49130	Paroisse	Saint-Pie-de-Guire	Drummond	Centre-du-Québec
61020	Village	Saint-Pierre	Joliette	Lanaudière
32050	Paroisse	Saint-Pierre-Baptiste	L'Érable	Centre-du-Québec
31135	Municipalité	Saint-Pierre-de-Broughton	Les Appalaches	Chaudière-Appalaches
20025	Municipalité	Saint-Pierre-de-l'Île-d'Orléans	L'Île-d'Orléans \ Communauté métropolitaine de Québec	Capitale-Nationale
18055	Paroisse	Saint-Pierre-de-la-Rivière-du-Sud	Montmagny	Chaudière-Appalaches
13075	Municipalité	Saint-Pierre-de-Lamy	Témiscouata	Bas-Saint-Laurent
38065	Municipalité	Saint-Pierre-les-Becquets	Bécancour	Centre-du-Québec
72043	Municipalité	Saint-Placide	Deux-Montagnes	Laurentides
71020	Municipalité	Saint-Polycarpe	Vaudreuil-Soulanges	Montérégie
91035	Municipalité	Saint-Prime	Le Domaine-du-Roy	Saguenay–Lac-Saint-Jean
28020	Municipalité	Saint-Prosper	Les Etchemins	Chaudière-Appalaches
37250	Municipalité	Saint-Prosper-de-Champlain	Les Chenaux	Mauricie
19082	Municipalité	Saint-Raphaël	Bellechasse	Chaudière-Appalaches
34128	Ville	Saint-Raymond	Portneuf	Capitale-Nationale
68055	Ville	Saint-Rémi	Les Jardins-de-Napierville	Montérégie
39020	Municipalité	Saint-Rémi-de-Tingwick	Arthabaska	Centre-du-Québec
29050	Paroisse	Saint-René	Beauce-Sartigan	Chaudière-Appalaches
8035	Municipalité	Saint-René-de-Matane	La Matanie	Bas-Saint-Laurent
53020	Municipalité	Saint-Robert	Pierre-De Saurel	Montérégie
30070	Municipalité	Saint-Robert-Bellarmin	Le Granit	Estrie
63035	Municipalité	Saint-Roch-de-l'Achigan	Montcalm	Lanaudière
35045	Paroisse	Saint-Roch-de-Mékinac	Mékinac	Mauricie
53040	Municipalité	Saint-Roch-de-Richelieu	Pierre-De Saurel	Montérégie
17065	Paroisse	Saint-Roch-des-Aulnaies	L'Islet	Chaudière-Appalaches
63040	Municipalité	Saint-Roch-Ouest	Montcalm	Lanaudière
30100	Municipalité	Saint-Romain	Le Granit	Estrie
39145	Paroisse	Saint-Rosaire	Arthabaska	Centre-du-Québec
39130	Municipalité	Saint-Samuel	Arthabaska	Centre-du-Québec
77043	Ville	Saint-Sauveur	Les Pays-d'en-Haut	Laurentides
56050	Municipalité	Saint-Sébastien	Le Haut-Richelieu	Montérégie
30085	Municipalité	Saint-Sébastien	Le Granit	Estrie
51030	Paroisse	Saint-Sévère	Maskinongé	Mauricie
35020	Paroisse	Saint-Séverin	Mékinac	Mauricie
27070	Paroisse	Saint-Séverin	Robert-Cliche	Chaudière-Appalaches
15058	Municipalité	Saint-Siméon	Charlevoix-Est	Capitale-Nationale
5055	Paroisse	Saint-Siméon	Bonaventure	Gaspésie–Îles-de-la-Madeleine
54090	Municipalité	Saint-Simon	Les Maskoutains	Montérégie
11055	Paroisse	Saint-Simon	Les Basques	Bas-Saint-Laurent
29125	Municipalité	Saint-Simon-les-Mines	Beauce-Sartigan	Chaudière-Appalaches
80070	Municipalité	Saint-Sixte	Papineau	Outaouais
37245	Municipalité	Saint-Stanislas	Les Chenaux	Mauricie
92070	Municipalité	Saint-Stanislas	Maria-Chapdelaine	Saguenay–Lac-Saint-Jean
70040	Municipalité	Saint-Stanislas-de-Kostka	Beauharnois-Salaberry	Montérégie
60020	Paroisse	Saint-Sulpice	L'Assomption \ Communauté métropolitaine de Montréal	Lanaudière
38005	Municipalité	Saint-Sylvère	Bécancour	Centre-du-Québec
33007	Municipalité	Saint-Sylvestre	Lotbinière	Chaudière-Appalaches
71015	Municipalité	Saint-Télesphore	Vaudreuil-Soulanges	Montérégie
7070	Paroisse	Saint-Tharcisius	La Matapédia	Bas-Saint-Laurent
48045	Municipalité	Saint-Théodore-d'Acton	Acton	Montérégie
29005	Municipalité	Saint-Théophile	Beauce-Sartigan	Chaudière-Appalaches
61027	Municipalité	Saint-Thomas	Joliette	Lanaudière
92045	Municipalité	Saint-Thomas-Didyme	Maria-Chapdelaine	Saguenay–Lac-Saint-Jean
34085	Paroisse	Saint-Thuribe	Portneuf	Capitale-Nationale
35027	Ville	Saint-Tite	Mékinac	Mauricie
21005	Municipalité	Saint-Tite-des-Caps	La Côte-de-Beaupré\ Communauté métropolitaine de Québec	Capitale-Nationale
34090	Municipalité	Saint-Ubalde	Portneuf	Capitale-Nationale
8073	Municipalité	Saint-Ulric	La Matanie	Bas-Saint-Laurent
16055	Paroisse	Saint-Urbain	Charlevoix	Capitale-Nationale
70005	Municipalité	Saint-Urbain-Premier	Beauharnois-Salaberry	Montérégie
56030	Municipalité	Saint-Valentin	Le Haut-Richelieu	Montérégie
39135	Municipalité	Saint-Valère	Arthabaska	Centre-du-Québec
10060	Paroisse	Saint-Valérien	Rimouski-Neigette	Bas-Saint-Laurent
54065	Municipalité	Saint-Valérien-de-Milton	Les Maskoutains	Montérégie
19117	Municipalité	Saint-Vallier	Bellechasse	Chaudière-Appalaches
44005	Municipalité	Saint-Venant-de-Paquette	Coaticook	Estrie
7075	Municipalité	Saint-Vianney	La Matapédia	Bas-Saint-Laurent
27008	Municipalité	Saint-Victor	Robert-Cliche	Chaudière-Appalaches
50023	Municipalité	Saint-Wenceslas	Nicolet-Yamaska	Centre-du-Québec
28005	Municipalité	Saint-Zacharie	Les Etchemins	Chaudière-Appalaches
62080	Municipalité	Saint-Zénon	Matawinie	Lanaudière
7035	Paroisse	Saint-Zénon-du-Lac-Humqui	La Matapédia	Bas-Saint-Laurent
50090	Paroisse	Saint-Zéphirin-de-Courval	Nicolet-Yamaska	Centre-du-Québec
71025	Municipalité	Saint-Zotique	Vaudreuil-Soulanges	Montérégie
77022	Ville	Sainte-Adèle	Les Pays-d'en-Haut	Laurentides
33017	Municipalité	Sainte-Agathe-de-Lotbinière	Lotbinière	Chaudière-Appalaches
78032	Ville	Sainte-Agathe-des-Monts	Les Laurentides	Laurentides
9035	Municipalité	Sainte-Angèle-de-Mérici	La Mitis	Bas-Saint-Laurent
55030	Municipalité	Sainte-Angèle-de-Monnoir	Rouville	Montérégie
51055	Municipalité	Sainte-Angèle-de-Prémont	Maskinongé	Mauricie
21030	Ville	Sainte-Anne-de-Beaupré	La Côte-de-Beaupré\ Communauté métropolitaine de Québec	Capitale-Nationale
66117	Ville	Sainte-Anne-de-Bellevue	Hors MRC \ Communauté métropolitaine de Montréal	Montréal
37205	Municipalité	Sainte-Anne-de-la-Pérade	Les Chenaux	Mauricie
14090	Paroisse	Sainte-Anne-de-la-Pocatière	Kamouraska	Bas-Saint-Laurent
42050	Municipalité	Sainte-Anne-de-la-Rochelle	Le Val-Saint-François	Estrie
56060	Paroisse	Sainte-Anne-de-Sabrevois	Le Haut-Richelieu	Montérégie
53065	Municipalité	Sainte-Anne-de-Sorel	Pierre-De Saurel	Montérégie
77035	Paroisse	Sainte-Anne-des-Lacs	Les Pays-d'en-Haut	Laurentides
4037	Ville	Sainte-Anne-des-Monts	La Haute-Gaspésie	Gaspésie–Îles-de-la-Madeleine
73035	Ville	Sainte-Anne-des-Plaines	Thérèse-De Blainville \ Communauté métropolitaine de Montréal	Laurentides
79115	Municipalité	Sainte-Anne-du-Lac	Antoine-Labelle	Laurentides
18025	Paroisse	Sainte-Apolline-de-Patton	Montmagny	Chaudière-Appalaches
28015	Municipalité	Sainte-Aurélie	Les Etchemins	Chaudière-Appalaches
69065	Municipalité	Sainte-Barbe	Le Haut-Saint-Laurent	Montérégie
62020	Municipalité	Sainte-Béatrix	Matawinie	Lanaudière
56105	Municipalité	Sainte-Brigide-d'Iberville	Le Haut-Richelieu	Montérégie
22045	Ville	Sainte-Brigitte-de-Laval	La Jacques-Cartier \ Communauté métropolitaine de Québec	Capitale-Nationale
49085	Paroisse	Sainte-Brigitte-des-Saults	Drummond	Centre-du-Québec
67030	Ville	Sainte-Catherine	Roussillon \ Communauté métropolitaine de Montréal	Montérégie
45060	Municipalité	Sainte-Catherine-de-Hatley	Memphrémagog	Estrie
22005	Ville	Sainte-Catherine-de-la-Jacques-Cartier	La Jacques-Cartier \ Communauté métropolitaine de Québec	Capitale-Nationale
38060	Paroisse	Sainte-Cécile-de-Lévrard	Bécancour	Centre-du-Québec
47055	Municipalité	Sainte-Cécile-de-Milton	La Haute-Yamaska	Montérégie
30050	Municipalité	Sainte-Cécile-de-Whitton	Le Granit	Estrie
48020	Paroisse	Sainte-Christine	Acton	Montérégie
34105	Municipalité	Sainte-Christine-d'Auvergne	Portneuf	Capitale-Nationale
19055	Municipalité	Sainte-Claire	Bellechasse	Chaudière-Appalaches
68020	Municipalité	Sainte-Clotilde	Les Jardins-de-Napierville	Montérégie
31060	Municipalité	Sainte-Clotilde-de-Beauce	Les Appalaches	Chaudière-Appalaches
39117	Municipalité	Sainte-Clotilde-de-Horton	Arthabaska	Centre-du-Québec
33102	Municipalité	Sainte-Croix	Lotbinière	Chaudière-Appalaches
44055	Canton	Sainte-Edwidge-de-Clifton	Coaticook	Estrie
52030	Municipalité	Sainte-Élisabeth	D'Autray	Lanaudière
39090	Municipalité	Sainte-Élizabeth-de-Warwick	Arthabaska	Centre-du-Québec
62070	Municipalité	Sainte-Émélie-de-l'Énergie	Matawinie	Lanaudière
50005	Municipalité	Sainte-Eulalie	Nicolet-Yamaska	Centre-du-Québec
18035	Municipalité	Sainte-Euphémie-sur-Rivière-du-Sud	Montmagny	Chaudière-Appalaches
20010	Paroisse	Sainte-Famille	L'Île-d'Orléans \ Communauté métropolitaine de Québec	Capitale-Nationale
17025	Municipalité	Sainte-Félicité	L'Islet	Chaudière-Appalaches
8023	Municipalité	Sainte-Félicité	La Matanie	Bas-Saint-Laurent
9085	Paroisse	Sainte-Flavie	La Mitis	Bas-Saint-Laurent
7010	Municipalité	Sainte-Florence	La Matapédia	Bas-Saint-Laurent
11030	Paroisse	Sainte-Françoise	Les Basques	Bas-Saint-Laurent
38035	Municipalité	Sainte-Françoise	Bécancour	Centre-du-Québec
37215	Paroisse	Sainte-Geneviève-de-Batiscan	Les Chenaux	Mauricie
52040	Municipalité	Sainte-Geneviève-de-Berthier	D'Autray	Lanaudière
87030	Municipalité	Sainte-Germaine-Boulé	Abitibi-Ouest	Abitibi-Témiscamingue
88085	Municipalité	Sainte-Gertrude-Manneville	Abitibi	Abitibi-Témiscamingue
91030	Municipalité	Sainte-Hedwidge	Le Domaine-du-Roy	Saguenay–Lac-Saint-Jean
54095	Municipalité	Sainte-Hélène-de-Bagot	Les Maskoutains	Montérégie
39035	Municipalité	Sainte-Hélène-de-Chester	Arthabaska	Centre-du-Québec
14025	Municipalité	Sainte-Hélène-de-Kamouraska	Kamouraska	Bas-Saint-Laurent
87070	Paroisse	Sainte-Hélène-de-Mancebourg	Abitibi-Ouest	Abitibi-Témiscamingue
26040	Paroisse	Sainte-Hénédine	La Nouvelle-Beauce	Chaudière-Appalaches
7040	Paroisse	Sainte-Irène	La Matapédia	Bas-Saint-Laurent
92015	Village	Sainte-Jeanne-d'Arc	Maria-Chapdelaine	Saguenay–Lac-Saint-Jean
9020	Paroisse	Sainte-Jeanne-d'Arc	La Mitis	Bas-Saint-Laurent
59010	Ville	Sainte-Julie	Marguerite-D'Youville \ Communauté métropolitaine de Montréal	Montérégie
63060	Municipalité	Sainte-Julienne	Montcalm	Lanaudière
28045	Municipalité	Sainte-Justine	Les Etchemins	Chaudière-Appalaches
71115	Municipalité	Sainte-Justine-de-Newton	Vaudreuil-Soulanges	Montérégie
17060	Paroisse	Sainte-Louise	L'Islet	Chaudière-Appalaches
9092	Municipalité	Sainte-Luce	La Mitis	Bas-Saint-Laurent
18020	Municipalité	Sainte-Lucie-de-Beauregard	Montmagny	Chaudière-Appalaches
78020	Municipalité	Sainte-Lucie-des-Laurentides	Les Laurentides	Laurentides
54025	Village	Sainte-Madeleine	Les Maskoutains	Montérégie
4005	Municipalité	Sainte-Madeleine-de-la-Rivière-Madeleine	La Haute-Gaspésie	Gaspésie–Îles-de-la-Madeleine
62030	Municipalité	Sainte-Marcelline-de-Kildare	Matawinie	Lanaudière
26035	Paroisse	Sainte-Marguerite	La Nouvelle-Beauce	Chaudière-Appalaches
77012	Ville	Sainte-Marguerite-du-Lac-Masson	Les Pays-d'en-Haut	Laurentides
7005	Municipalité	Sainte-Marguerite-Marie	La Matapédia	Bas-Saint-Laurent
26030	Ville	Sainte-Marie	La Nouvelle-Beauce	Chaudière-Appalaches
38015	Municipalité	Sainte-Marie-de-Blandford	Bécancour	Centre-du-Québec
54030	Paroisse	Sainte-Marie-Madeleine	Les Maskoutains	Montérégie
63005	Municipalité	Sainte-Marie-Salomé	Montcalm	Lanaudière
71110	Municipalité	Sainte-Marthe	Vaudreuil-Soulanges	Montérégie
72015	Ville	Sainte-Marthe-sur-le-Lac	Deux-Montagnes \ Communauté métropolitaine de Montréal	Laurentides
70012	Municipalité	Sainte-Martine	Beauharnois-Salaberry	Montérégie
61050	Municipalité	Sainte-Mélanie	Joliette	Lanaudière
93075	Municipalité	Sainte-Monique	Lac-Saint-Jean-Est	Saguenay–Lac-Saint-Jean
50057	Municipalité	Sainte-Monique	Nicolet-Yamaska	Centre-du-Québec
8040	Municipalité	Sainte-Paule	La Matanie	Bas-Saint-Laurent
17030	Municipalité	Sainte-Perpétue	L'Islet	Chaudière-Appalaches
50050	Paroisse	Sainte-Perpétue	Nicolet-Yamaska	Centre-du-Québec
20030	Village	Sainte-Pétronille	L'Île-d'Orléans \ Communauté métropolitaine de Québec	Capitale-Nationale
31050	Paroisse	Sainte-Praxède	Les Appalaches	Chaudière-Appalaches
11015	Municipalité	Sainte-Rita	Les Basques	Bas-Saint-Laurent
28030	Municipalité	Sainte-Rose-de-Watford	Les Etchemins	Chaudière-Appalaches
94230	Paroisse	Sainte-Rose-du-Nord	Le Fjord-du-Saguenay	Saguenay–Lac-Saint-Jean
46105	Municipalité	Sainte-Sabine	Brome-Missisquoi	Montérégie
28065	Paroisse	Sainte-Sabine	Les Etchemins	Chaudière-Appalaches
39105	Paroisse	Sainte-Séraphine	Arthabaska	Centre-du-Québec
75028	Municipalité	Sainte-Sophie	La Rivière-du-Nord	Laurentides
32023	Municipalité	Sainte-Sophie-d'Halifax	L'Érable	Centre-du-Québec
38040	Paroisse	Sainte-Sophie-de-Lévrard	Bécancour	Centre-du-Québec
35050	Municipalité	Sainte-Thècle	Mékinac	Mauricie
73010	Ville	Sainte-Thérèse	Thérèse-De Blainville \ Communauté métropolitaine de Montréal	Laurentides
2010	Municipalité	Sainte-Thérèse-de-Gaspé	Le Rocher-Percé	Gaspésie–Îles-de-la-Madeleine
83055	Municipalité	Sainte-Thérèse-de-la-Gatineau	La Vallée-de-la-Gatineau	Outaouais
51040	Paroisse	Sainte-Ursule	Maskinongé	Mauricie
53025	Municipalité	Sainte-Victoire-de-Sorel	Pierre-De Saurel	Montérégie
26010	Paroisse	Saints-Anges	La Nouvelle-Beauce	Chaudière-Appalaches
39005	Paroisse	Saints-Martyrs-Canadiens	Arthabaska	Centre-du-Québec
70052	Ville	Salaberry-de-Valleyfield	Beauharnois-Salaberry	Montérégie
7085	Municipalité	Sayabec	La Matapédia	Bas-Saint-Laurent
97040	Ville	Schefferville	Caniapiscau	Côte-Nord
41080	Ville	Scotstown	Le Haut-Saint-François	Estrie
26048	Municipalité	Scott	La Nouvelle-Beauce	Chaudière-Appalaches
89045	Paroisse	Senneterre	La Vallée-de-l'Or	Abitibi-Témiscamingue
89040	Ville	Senneterre	La Vallée-de-l'Or	Abitibi-Témiscamingue
66127	Village	Senneville	Hors MRC \ Communauté métropolitaine de Montréal	Montréal
97007	Ville	Sept-Îles	Sept-Rivières	Côte-Nord
22020	Ville	Shannon	La Jacques-Cartier \ Communauté métropolitaine de Québec	Capitale-Nationale
36033	Ville	Shawinigan	Hors MRC	Mauricie
84010	Municipalité	Shawville	Pontiac	Outaouais
84095	Municipalité	Sheenboro	Pontiac	Outaouais
47035	Canton	Shefford	La Haute-Yamaska	Montérégie
43027	Ville	Sherbrooke	Hors MRC	Estrie
5010	Municipalité	Shigawake	Bonaventure	Gaspésie–Îles-de-la-Madeleine
53052	Ville	Sorel-Tracy	Pierre-De Saurel	Montérégie
46045	Municipalité	Stanbridge East	Brome-Missisquoi	Montérégie
46030	Municipalité	Stanbridge Station	Brome-Missisquoi	Montérégie
45025	Canton	Stanstead	Memphrémagog	Estrie
45008	Ville	Stanstead	Memphrémagog	Estrie
44050	Municipalité	Stanstead-Est	Coaticook	Estrie
42005	Municipalité	Stoke	Le Val-Saint-François	Estrie
22035	Cantons unis	Stoneham-et-Tewkesbury	La Jacques-Cartier \ Communauté métropolitaine de Québec	Capitale-Nationale
30105	Municipalité	Stornoway	Le Granit	Estrie
30110	Canton	Stratford	Le Granit	Estrie
45105	Village	Stukely-Sud	Memphrémagog	Estrie
46058	Ville	Sutton	Brome-Missisquoi	Montérégie
95005	Village	Tadoussac	La Haute-Côte-Nord	Côte-Nord
87042	Municipalité	Taschereau	Abitibi-Ouest	Abitibi-Témiscamingue
85005	Ville	Témiscaming	Témiscamingue	Abitibi-Témiscamingue
13073	Ville	Témiscouata-sur-le-Lac	Témiscouata	Bas-Saint-Laurent
71075	Municipalité	Terrasse-Vaudreuil	Vaudreuil-Soulanges\ Communauté métropolitaine de Montréal	Montérégie
64008	Ville	Terrebonne	Les Moulins \ Communauté métropolitaine de Montréal	Lanaudière
31084	Ville	Thetford Mines	Les Appalaches	Chaudière-Appalaches
84045	Municipalité	Thorne	Pontiac	Outaouais
80050	Ville	Thurso	Papineau	Outaouais
39025	Municipalité	Tingwick	Arthabaska	Centre-du-Québec
17035	Municipalité	Tourville	L'Islet	Chaudière-Appalaches
88075	Canton	Trécesson	Abitibi	Abitibi-Témiscamingue
71125	Municipalité	Très-Saint-Rédempteur	Vaudreuil-Soulanges	Montérégie
69030	Paroisse	Très-Saint-Sacrement	Le Haut-Saint-Laurent	Montérégie
27060	Village	Tring-Jonction	Robert-Cliche	Chaudière-Appalaches
11040	Ville	Trois-Pistoles	Les Basques	Bas-Saint-Laurent
35055	Municipalité	Trois-Rives	Mékinac	Mauricie
37067	Ville	Trois-Rivières	Hors MRC	Mauricie
42078	Municipalité	Ulverton	Le Val-Saint-François	Estrie
48038	Municipalité	Upton	Acton	Montérégie
33070	Municipalité	Val-Alain	Lotbinière	Chaudière-Appalaches
7080	Municipalité	Val-Brillant	La Matapédia	Bas-Saint-Laurent
89008	Ville	Val-d'Or	La Vallée-de-l'Or	Abitibi-Témiscamingue
78010	Village	Val-David	Les Laurentides	Laurentides
80140	Municipalité	Val-des-Bois	Papineau	Outaouais
78100	Municipalité	Val-des-Lacs	Les Laurentides	Laurentides
82015	Municipalité	Val-des-Monts	Les Collines-de-l'Outaouais	Outaouais
42095	Municipalité	Val-Joli	Le Val-Saint-François	Estrie
78005	Municipalité	Val-Morin	Les Laurentides	Laurentides
30015	Municipalité	Val-Racine	Le Granit	Estrie
87105	Municipalité	Val-Saint-Gilles	Abitibi-Ouest	Abitibi-Témiscamingue
42060	Canton	Valcourt	Le Val-Saint-François	Estrie
42055	Ville	Valcourt	Le Val-Saint-François	Estrie
26015	Municipalité	Vallée-Jonction	La Nouvelle-Beauce	Chaudière-Appalaches
59020	Ville	Varennes	Marguerite-D'Youville \ Communauté métropolitaine de Montréal	Montérégie
71083	Ville	Vaudreuil-Dorion	Vaudreuil-Soulanges\ Communauté métropolitaine de Montréal	Montérégie
71090	Village	Vaudreuil-sur-le-Lac	Vaudreuil-Soulanges\ Communauté métropolitaine de Montréal	Montérégie
56005	Municipalité	Venise-en-Québec	Le Haut-Richelieu	Montérégie
59025	Municipalité	Verchères	Marguerite-D'Youville \ Communauté métropolitaine de Montréal	Montérégie
39062	Ville	Victoriaville	Arthabaska	Centre-du-Québec
85025	Ville	Ville-Marie	Témiscamingue	Abitibi-Témiscamingue
32085	Municipalité	Villeroy	L'Érable	Centre-du-Québec
84070	Municipalité	Waltham	Pontiac	Outaouais
47030	Village	Warden	La Haute-Yamaska	Montérégie
39077	Ville	Warwick	Arthabaska	Centre-du-Québec
47025	Ville	Waterloo	La Haute-Yamaska	Montérégie
44080	Ville	Waterville	Coaticook	Estrie
41098	Municipalité	Weedon	Le Haut-Saint-François	Estrie
76035	Canton	Wentworth	Argenteuil	Laurentides
77060	Municipalité	Wentworth-Nord	Les Pays-d'en-Haut	Laurentides
41065	Canton	Westbury	Le Haut-Saint-François	Estrie
66032	Ville	Westmount	Hors MRC \ Communauté métropolitaine de Montréal	Montréal
49040	Municipalité	Wickham	Drummond	Centre-du-Québec
42088	Ville	Windsor	Le Val-Saint-François	Estrie
40017	Municipalité	Wotton	Les Sources	Estrie
51020	Municipalité	Yamachiche	Maskinongé	Mauricie
53072	Municipalité	Yamaska	Pierre-De Saurel	Montérégie
