location,ville,ville_w_regadm,final_lat,final_lon
"BOUTHILLIER and  PHARMAPRIX Rosemère, QC, Canada","Rosemère, QC, Canada","Rosemère,Laurentides, QC, Canada",45.629498,-73.81917500000002
"BOUTHILLIER NORD and FRONTENAC Saint-Jean-sur-Richelieu, QC, Canada","Saint-Jean-sur-Richelieu, QC, Canada","Saint-Jean-sur-Richelieu,Montérégie, QC, Canada",45.3029472,-73.2605466
"BOUTHILLIER NORD and SAINT CHARLES Saint-Jean-sur-Richelieu, QC, Canada","Saint-Jean-sur-Richelieu, QC, Canada","Saint-Jean-sur-Richelieu,Montérégie, QC, Canada",45.3076981,-73.26061539999999
"BOUVIER and CHAMPLAIN Saint-Joseph-de-Sorel, QC, Canada","Saint-Joseph-de-Sorel, QC, Canada","Saint-Joseph-de-Sorel,Montérégie, QC, Canada",46.0415727,-73.1303266
"BOUVIER and MARIE VICTORIN Sorel-Tracy, QC, Canada","Sorel-Tracy, QC, Canada","Sorel-Tracy,Montérégie, QC, Canada",46.0398803,-73.13023129999999
"BOWEN and DES PINS Magog, QC, Canada","Magog, QC, Canada","Magog,Estrie, QC, Canada",45.27316039999999,-72.14995189999999
"BOWEN NORD and WOODWARD Sherbrooke, QC, Canada","Sherbrooke, QC, Canada","Sherbrooke,Estrie, QC, Canada",45.3973807,-71.87906389999999
"BOWEN SUD and DE L OASSIS Sherbrooke, QC, Canada","Sherbrooke, QC, Canada","Sherbrooke,Estrie, QC, Canada",45.3929547,-71.87530029999999
"BOWEN SUD and DU CONSEIL Sherbrooke, QC, Canada","Sherbrooke, QC, Canada","Sherbrooke,Estrie, QC, Canada",45.4029798,-71.8844029
"BOWEN SUD and KING EST Sherbrooke, QC, Canada","Sherbrooke, QC, Canada","Sherbrooke,Estrie, QC, Canada",45.4039766,-71.8850989
"BOYER and BELANGER Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5401046,-73.6091496
"BOYER and EVERETT Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5432092,-73.6161302
"BOYER and JEAN TALON Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.541672,-73.61263079999999
"BOYER and MARIE ANNE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5263132,-73.5774888
"BOYER and SAINT JACQUES Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4441143,-73.6473951
"BOYER ET BELLECHASSE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5356309,-73.599086
"BRAILLE and ROBIN Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.541153,-73.445522
"BRAN and LEONARD Saint-Jérôme, QC, Canada","Saint-Jérôme, QC, Canada","Saint-Jérôme,Laurentides, QC, Canada",NA,NA
"BRANLY and GRAHAM BELL Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.7935662,-71.27269
"BRASSARD and FROMENT Saint-Paul, QC, Canada","Saint-Paul, QC, Canada","Saint-Paul,Lanaudière, QC, Canada",45.9613582,-73.4348516
"BRASSARD and LEBEL Chambly, QC, Canada","Chambly, QC, Canada","Chambly,Montérégie, QC, Canada",45.441239,-73.303696
"BRAULT and LAPOINTE Mirabel, QC, Canada","Mirabel, QC, Canada","Mirabel,Laurentides, QC, Canada",45.6942508,-73.9260865
"BRAULT and LAURIER Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.53422390000001,-73.4763837
"BREBEUF and BOULEVARD SAINT LAURENT Sainte-Catherine, QC, Canada","Sainte-Catherine, QC, Canada","Sainte-Catherine,Montérégie, QC, Canada",45.3958945,-73.5656663
"BREBEUF and BOULEVARD SAINT RENE OUEST Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",45.49169,-75.658799
"BREBEUF and CURE POIRIER OUEST Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.5268063,-73.4832221
"BREBEUF and FRONT Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.52789990000001,-73.4863221
"BREBEUF and MONT ROYAL Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5292986,-73.5780532
"BREBEUF and SAINT JOSEPH Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5315327,-73.5829017
"BREBEUF and SALABERRY Lac-Mégantic, QC, Canada","Lac-Mégantic, QC, Canada","Lac-Mégantic,Estrie, QC, Canada",45.5726288,-70.8739382
"BREBEUF ET NOBERT Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.5237034,-73.4740269
"BREBEUF Sainte-Catherine, QC, Canada","Sainte-Catherine, QC, Canada","Sainte-Catherine,Montérégie, QC, Canada",45.3974528,-73.5648703
"BREBOEUF and BOULEVARD NOBERT Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.5237034,-73.4740269
"BRET ENTRÉE and INDUSTRIEL Repentigny, QC, Canada","Repentigny, QC, Canada","Repentigny,Lanaudière, QC, Canada",NA,NA
"BRET SORTIE 414 EST Saint-Jean-Port-Joli, QC, Canada","Saint-Jean-Port-Joli, QC, Canada","Saint-Jean-Port-Joli,Chaudière-Appalaches, QC, Canada",47.1925816,-70.2398931
"BRETAGNE and CONCORDE Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5764771,-73.682726
"BRETAGNE and DE BREST Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5771316,-73.6889204
"BRETIGNY and BORD SAINTE ROSE Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",NA,NA
"BRIAN and BOULEVARD MALONEY EST Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",NA,NA
"BRIAND and CARDINAL Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4603645,-73.5959659
"BRIAND and DENONVILLE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4610071,-73.59621659999999
"BRIDGE and PONT BRIDGE Ormstown, QC, Canada","Ormstown, QC, Canada","Ormstown,Montérégie, QC, Canada",45.1226297,-73.9911479
"BRIDGE and SAINT PATRICK Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4875225,-73.55959969999999
"BRIEN and AUTOROUTE 40 Repentigny, QC, Canada","Repentigny, QC, Canada","Repentigny,Lanaudière, QC, Canada",45.7614558,-73.44605899999999
"BRIEN and BOULEVARD MASCOUCHE Mascouche, QC, Canada","Mascouche, QC, Canada","Mascouche,Lanaudière, QC, Canada",45.741237,-73.601263
"BRIEN and D ARGENTEUIL Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5545114,-73.71470599999999
"BRIEN and MARQUIS Repentigny, QC, Canada","Repentigny, QC, Canada","Repentigny,Lanaudière, QC, Canada",45.747197,-73.4615515
"BRIGGS EST ET LAVALLEE Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.534252,-73.486628
"BRILLON and NORTHCLIFFE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4794484,-73.618561
"BRISSON and CHEMIN SULLIVAN Val-d'Or, QC, Canada","Val-d'Or, QC, Canada","Val-d'Or,Abitibi-Témiscamingue, QC, Canada",48.1358491,-77.8289037
"BROAD and DE LA CORSE Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",45.401292,-75.8445799
"BROAD and TYLER Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",45.4051378,-75.8450009
"BROADWAY and 34E AVENUE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.43727699999999,-73.69454999999999
"BROADWAY and 37E AVENUE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4370409,-73.69823579999999
"BROADWAY and 39E AVENUE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4368989,-73.6998885
"BROADWAY and 9E AVENUE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4288715,-73.60206649999999
"BROADWAY and PRINCE ALBERT Montréal-Est, QC, Canada","Montréal-Est, QC, Canada","Montréal-Est,Montréal, QC, Canada",45.6082396,-73.5900285
"BROADWAY ET 3E AVENUE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.548065,-73.58145429999999
"BROCHU and NAPOLEON Sept-Îles, QC, Canada","Sept-Îles, QC, Canada","Sept-Îles,Côte-Nord, QC, Canada",50.20525989999999,-66.3840187
"BROCHU and SMITH Sept-Îles, QC, Canada","Sept-Îles, QC, Canada","Sept-Îles,Côte-Nord, QC, Canada",50.2124489,-66.39364239999999
"BROCK and BERARD Drummondville, QC, Canada","Drummondville, QC, Canada","Drummondville,Centre-du-Québec, QC, Canada",45.8825806,-72.4853067
"BROCK and COCKBURN Drummondville, QC, Canada","Drummondville, QC, Canada","Drummondville,Centre-du-Québec, QC, Canada",45.8855081,-72.490599
"BROCK and DES FORGES Drummondville, QC, Canada","Drummondville, QC, Canada","Drummondville,Centre-du-Québec, QC, Canada",45.8818209,-72.4839216
"BROCK and DESFORGES Drummondville, QC, Canada","Drummondville, QC, Canada","Drummondville,Centre-du-Québec, QC, Canada",45.8818209,-72.4839216
"BROCK and GIROUARD Drummondville, QC, Canada","Drummondville, QC, Canada","Drummondville,Centre-du-Québec, QC, Canada",45.8845742,-72.4889288
"BROCK and LORING Drummondville, QC, Canada","Drummondville, QC, Canada","Drummondville,Centre-du-Québec, QC, Canada",45.8862792,-72.4919579
"BROCK and SAINT EDOUARD Drummondville, QC, Canada","Drummondville, QC, Canada","Drummondville,Centre-du-Québec, QC, Canada",45.8804159,-72.4814191
"BROCK Montréal-Ouest, QC, Canada","Montréal-Ouest, QC, Canada","Montréal-Ouest,Montréal, QC, Canada",45.5032079,-73.678366
"BRODEUR and CASCADE Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe,Montérégie, QC, Canada",45.6269786,-72.942251
"BRODEUR ET BELLEROSE Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.5353992,-73.4717823
"BROMONT and DUVERNAY Beloeil, QC, Canada","Beloeil, QC, Canada","Beloeil,Montérégie, QC, Canada",45.56492000000001,-73.2100574
"BROOK and PARKER Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",45.398641,-75.8479957
"BRUCHESI and CHARLAND Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5711859,-73.6392971
"BRUGE and ROLAND THERRIEN Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.540079,-73.4862737
"BRUGES and BOULEVARD ROLAND THERRIEN Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.540079,-73.4862737
"BRUNELLE and BOULEVARD SAINT JOSEPH Saint-Tite, QC, Canada","Saint-Tite, QC, Canada","Saint-Tite,Mauricie, QC, Canada",46.7301606,-72.5612225
"BRUNELLE and DUPRE Beloeil, QC, Canada","Beloeil, QC, Canada","Beloeil,Montérégie, QC, Canada",45.5673983,-73.2088584
"BRUNELLE and SAINT JOSEPH Saint-Tite, QC, Canada","Saint-Tite, QC, Canada","Saint-Tite,Mauricie, QC, Canada",46.7301606,-72.5612225
"BRUNET and CHESTNUT Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5079939,-73.82593299999999
"BRUNET and GOUIN Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.6111549,-73.6372888
"BRUNSWICK and AUTO PLAZA Pointe-Claire, QC, Canada","Pointe-Claire, QC, Canada","Pointe-Claire,Montréal, QC, Canada",45.465946,-73.83227099999999
"BRUNSWICK and AVENUE FAIRVIEW Pointe-Claire, QC, Canada","Pointe-Claire, QC, Canada","Pointe-Claire,Montréal, QC, Canada",45.4631043,-73.8377272
"BRUNSWICK and DAVIGNON Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux,Montréal, QC, Canada",45.4843887,-73.7936009
"BRUNSWICK and MONTROSE Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux,Montréal, QC, Canada",45.476894,-73.811449
"BRUNSWICK and SAINT CHARLES Kirkland, QC, Canada","Kirkland, QC, Canada","Kirkland,Montréal, QC, Canada",45.4560393,-73.862389
"BRUNSWICK BOULEVARD and DES SOURCES BOULEVARD Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux,Montréal, QC, Canada",45.4832548,-73.795968
"BRUNSWICK ET DAVIGNON Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux,Montréal, QC, Canada",45.4843887,-73.7936009
"BRUXELLE and HENRI BOURASSA Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.59116299999999,-73.646281
"BRUXELLES and PRIEUR Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.585362,-73.64011409999999
"BUADE and DES JARDINS Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.813712,-71.20739429999999
"BUADE and SAINTE FAMILLE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.813655,-71.206802
"BUCKINGHAM and CHURCHILL Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",45.5799107,-75.41247369999999
"BUFFALO and BOGOTA Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8389964,-71.3269837
"BUIES and JEAN TALON Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5727144,-73.5861879
"BUIES and PROVENCHER Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5236885,-73.6055202
"BUIES ET VITERBE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5723389,-73.5894276
"BULLION and RENE LEVESQUE OUEST Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.510077,-73.5603722
"BUREAU and BELLEFEUILLE Trois-Rivières, QC, Canada","Trois-Rivières, QC, Canada","Trois-Rivières,Mauricie, QC, Canada",46.3411175,-72.5510078
"C CHLOMB ET BELANGER Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.54093839999999,-73.6084051
"C P OUEST and GRANT Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.5317473,-73.4889206
"CABANA and EVANGELINE Granby, QC, Canada","Granby, QC, Canada","Granby,Montérégie, QC, Canada",45.4127362,-72.7487249
"CADILLAC and DE L ESPINAY Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.82624190000001,-71.2385791
"CADILLAC and PIERRE DE COUBERTIN Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5743182,-73.539091
"CADILLAC and TOULOUSE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.572556,-73.533794
"CADILLAC ET DE MARSEILLE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.575225,-73.54182399999999
"CADILLAC ET HOCHELAGA Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.573225,-73.53579549999999
"CADMAN ET SUNSHINE Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux, QC, Canada","Dollard-Des Ormeaux,Montréal, QC, Canada",45.495707,-73.800077
"CALIXA LAVALLEE and AVENUE MONDOR Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe,Montérégie, QC, Canada",45.62570179999999,-72.9458148
"CALIXA LAVALLEE and CHEMIN SAINTE FOY Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",NA,NA
"CALIXA LAVALLEE and CONCORDE NORD Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe,Montérégie, QC, Canada",45.6268145,-72.94419649999999
"CALIXA LAVALLEE and MONDOR Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe,Montérégie, QC, Canada",45.62570179999999,-72.9458148
"CALIXA LAVALLEE and PENTE DOUCE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.80118849999999,-71.2452971
"CALIXA LAVALLEE and PISTE CYCLABE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",NA,NA
"CALIXA LAVALLEE and SAINTE FOY Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.7994479,-71.2433326
"CALLIERE and HOLLAND Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.7926829,-71.25022969999999
"CALLIERES and LOUIS FRECHETTE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.7945293,-71.2469644
"CAMBRIDGE and GRENET Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.520102,-73.7006068
"CAMBRONNE and BOURG ROYAL Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.855458,-71.21642899999999
"CAMERON and SAINT JEAN Hudson, QC, Canada","Hudson, QC, Canada","Hudson,Montérégie, QC, Canada",45.4568562,-74.1410246
"CAMILLE and CARUFEL Charlemagne, QC, Canada","Charlemagne, QC, Canada","Charlemagne,Lanaudière, QC, Canada",45.72765,-73.492216
"CAMILLE PAQUET and TACHE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5662286,-73.6591656
"CAMILLIEN HOUDE and MONT ROYAL EST Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5152469,-73.59063689999999
"CAMILLIEN HOUDE VOIE and 2100 CAMILLIEN HOUDE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5143306,-73.5900037
"CAMPBELL and ADHEMAR CUSSON Bedford, QC, Canada","Bedford, QC, Canada","Bedford,Montérégie, QC, Canada",45.12601069999999,-72.9851549
"CAMPBELL and LAURENCE Longueuil, QC, Canada","Longueuil, QC, Canada","Longueuil,Montérégie, QC, Canada",45.4818295,-73.4706136
"CAMUS Terrebonne, QC, Canada","Terrebonne, QC, Canada","Terrebonne,Lanaudière, QC, Canada",45.6970755,-73.7953577
"CANARDIERE and 10E RUE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8281932,-71.2259218
"CANARDIERE and 3E AVENUE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8238873,-71.2274743
"CANARDIERE and BARDY Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8394205,-71.2213026
"CANARDIERE and CAPRICIEUSE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8332961,-71.2238503
"CANARDIERE and CONWAY Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8306049,-71.2249818
"CANARDIERE and D ESTIMAUVILLE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8463178,-71.2164023
"CANARDIERE and DE VITRE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8362829,-71.2227438
"CANARDIERE and HENRI BOURASSA Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8344234,-71.2233992
"CANARDIERE and VITRE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",NA,NA
"CANARDIERE ET BERGERMONT Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8314337,-71.2246929
"CANARDIERE ET VERENDRYE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8400205,-71.2210218
"CANNES and STEPHANE Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",45.4972636,-75.72415699999999
"CANNES and VIAU Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5754003,-73.5872637
"CANORA and JEAN TALON OUEST Mont-Royal, QC, Canada","Mont-Royal, QC, Canada","Mont-Royal,Montréal, QC, Canada",45.5137961,-73.6322977
"CANORA and LAIRD Mont-Royal, QC, Canada","Mont-Royal, QC, Canada","Mont-Royal,Montréal, QC, Canada",45.5169676,-73.6435137
"CANORA and REGENT Mont-Royal, QC, Canada","Mont-Royal, QC, Canada","Mont-Royal,Montréal, QC, Canada",45.5171404,-73.64481529999999
"CANVIN and STILLVIEW Pointe-Claire, QC, Canada","Pointe-Claire, QC, Canada","Pointe-Claire,Montréal, QC, Canada",45.450948,-73.834097
"CAPUCINS BOULEVARD and 4E RUE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8249688,-71.2203397
"CARDIN ET FONTENAC Sorel-Tracy, QC, Canada","Sorel-Tracy, QC, Canada","Sorel-Tracy,Montérégie, QC, Canada",46.0247947,-73.1429278
"CARDINAL and AVENUE PRINCE CHARLES Dorval, QC, Canada","Dorval, QC, Canada","Dorval,Montréal, QC, Canada",45.4500932,-73.77945179999999
"CARDINAL and BOULEVARD CHOMEDEY Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5490994,-73.743461
"CARDINAL and EDOUARD LAURIN Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5124211,-73.68374299999999
"CARDINAL and HADLEY Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",NA,NA
"CARDINAL and POIRIER Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5200343,-73.696482
"CARDINAL and PRINCIPALE Saint-Amable, QC, Canada","Saint-Amable, QC, Canada","Saint-Amable,Montérégie, QC, Canada",45.6424982,-73.3063958
"CARDINAL and SAINT LOUIS Dorval, QC, Canada","Dorval, QC, Canada","Dorval,Montréal, QC, Canada",45.4498438,-73.7661895
"CARDINAL BEGIN and UNIVERSITE Rouyn-Noranda, QC, Canada","Rouyn-Noranda, QC, Canada","Rouyn-Noranda,Abitibi-Témiscamingue, QC, Canada",48.2367171,-79.0073738
"CARDINAL BEGIN EST and LARIVIERE Rouyn-Noranda, QC, Canada","Rouyn-Noranda, QC, Canada","Rouyn-Noranda,Abitibi-Témiscamingue, QC, Canada",48.2367384,-79.0145598
"CARDINAL BEGIN EST and SAINT LAURENT Rouyn-Noranda, QC, Canada","Rouyn-Noranda, QC, Canada","Rouyn-Noranda,Abitibi-Témiscamingue, QC, Canada",48.2367091,-79.0049665
"CARDINAL LEGER and DU TRAVERSIER Pincourt, QC, Canada","Pincourt, QC, Canada","Pincourt,Montérégie, QC, Canada",45.3852726,-73.993376
"CARDINAL LEGER and FOREST Pincourt, QC, Canada","Pincourt, QC, Canada","Pincourt,Montérégie, QC, Canada",45.3735905,-73.98792329999999
"CARDINAL MAURICE ROY and CROIX ROUGE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8186002,-71.23160519999999
"CARDINAL TASCHEREAU and SAINT AMBROISE Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8135762,-71.2369859
"CARIGNAN and BEAUBIEN Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5856917,-73.5620694
"CARIGNAN and CANORA Delson, QC, Canada","Delson, QC, Canada","Delson,Montérégie, QC, Canada",45.3758874,-73.54826899999999
"CARIGNAN and SAINT ZOTIQUE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5857242,-73.5622127
"CARIGNAN and SHERBROOKE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.5799883,-73.54471339999999
"CARILLON and ALLUMETTIERES Gatineau, QC, Canada","Gatineau, QC, Canada","Gatineau,Outaouais, QC, Canada",45.4324177,-75.7236085
"CARILLON and OFFENBACH Saint-Jean-sur-Richelieu, QC, Canada","Saint-Jean-sur-Richelieu, QC, Canada","Saint-Jean-sur-Richelieu,Montérégie, QC, Canada",45.533124,-73.3350682
"CARILLON ET KING OUEST Sherbrooke, QC, Canada","Sherbrooke, QC, Canada","Sherbrooke,Estrie, QC, Canada",45.3982539,-71.9347938
"CARLTON and LEGARE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.499265,-73.635987
"CARON and DU VIEUX FORT Lévis, QC, Canada","Lévis, QC, Canada","Lévis,Chaudière-Appalaches, QC, Canada",46.82418,-71.152057
"CARON and NOTRE-DAME DES ANGES Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.8137042,-71.2289689
"CARON and SAINT FRANCOIS EST Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.81335120000001,-71.2287099
"CARON and VIEUX FORT Lévis, QC, Canada","Lévis, QC, Canada","Lévis,Chaudière-Appalaches, QC, Canada",46.82418,-71.152057
"CARREFOUR and BEAUREGARD Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5580212,-73.7644511
"CARREFOUR and CLEMENCEAU Québec, QC, Canada","Québec, QC, Canada","Québec,Capitale-Nationale, QC, Canada",46.86359849999999,-71.2153218
"CARSON and LEPAGE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.4440369,-73.7462638
"CARSON and LOUISE LAMY Dorval, QC, Canada","Dorval, QC, Canada","Dorval,Montréal, QC, Canada",45.4436309,-73.744332
"CARSON ET LOUISE LAMY Dorval, QC, Canada","Dorval, QC, Canada","Dorval,Montréal, QC, Canada",45.4436309,-73.744332
"CARTIER and 15E RUE Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5576951,-73.69650759999999
"CARTIER and 70E AVENUE Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5393605,-73.7329857
"CARTIER and 8E RUE Laval, QC, Canada","Laval, QC, Canada","Laval,Laval, QC, Canada",45.5587369,-73.6927455
"CARTIER and AVENUE RAYMOND Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe, QC, Canada","Saint-Hyacinthe,Montérégie, QC, Canada",45.63114110000001,-72.962239
"CARTIER and BOULEVARD RENE LEVESQUE Montréal, QC, Canada","Montréal, QC, Canada","Montréal,Montréal, QC, Canada",45.52212,-73.5492885
"CARTIER and BOULEVARD ROYAL Shawinigan, QC, Canada","Shawinigan, QC, Canada","Shawinigan,Mauricie, QC, Canada",46.5559702,-72.7469575
